Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
1001022;Bełchatów (2);w wieku przedprodukcyjnym;2022;21,8;%; 
1001022;Bełchatów (2);w wieku produkcyjnym;2015;64,9;%; 
1001022;Bełchatów (2);w wieku produkcyjnym;2022;59,7;%; 
1001032;Drużbice (2);w wieku przedprodukcyjnym;2015;18,4;%; 
1001032;Drużbice (2);w wieku przedprodukcyjnym;2022;19,7;%; 
1001032;Drużbice (2);w wieku produkcyjnym;2015;62,8;%; 
1001032;Drużbice (2);w wieku produkcyjnym;2022;58,1;%; 
1001042;Kleszczów (2);w wieku przedprodukcyjnym;2015;24,7;%; 
1001042;Kleszczów (2);w wieku przedprodukcyjnym;2022;26,2;%; 
1001042;Kleszczów (2);w wieku produkcyjnym;2015;63,6;%; 
1001042;Kleszczów (2);w wieku produkcyjnym;2022;59,5;%; 
1001052;Kluki (2);w wieku przedprodukcyjnym;2015;19,2;%; 
1001052;Kluki (2);w wieku przedprodukcyjnym;2022;19,4;%; 
1001052;Kluki (2);w wieku produkcyjnym;2015;62,5;%; 
1001052;Kluki (2);w wieku produkcyjnym;2022;60,7;%; 
1001062;Rusiec (2);w wieku przedprodukcyjnym;2015;18,1;%; 
1001062;Rusiec (2);w wieku przedprodukcyjnym;2022;18,3;%; 
1001062;Rusiec (2);w wieku produkcyjnym;2015;61,4;%; 
1001062;Rusiec (2);w wieku produkcyjnym;2022;57,6;%; 
1001072;Szczerców (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1001072;Szczerców (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1001072;Szczerców (2);w wieku produkcyjnym;2015;63,6;%; 
1001072;Szczerców (2);w wieku produkcyjnym;2022;60,2;%; 
1001083;Zelów (3);w wieku przedprodukcyjnym;2015;18,5;%; 
1001083;Zelów (3);w wieku przedprodukcyjnym;2022;19,0;%; 
1001083;Zelów (3);w wieku produkcyjnym;2015;61,4;%; 
1001083;Zelów (3);w wieku produkcyjnym;2022;57,4;%; 
1001084;Zelów - miasto (4);w wieku przedprodukcyjnym;2015;17,8;%; 
1001084;Zelów - miasto (4);w wieku przedprodukcyjnym;2022;18,2;%; 
1001084;Zelów - miasto (4);w wieku produkcyjnym;2015;61,5;%; 
1001084;Zelów - miasto (4);w wieku produkcyjnym;2022;56,3;%; 
1001085;Zelów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,2;%; 
1001085;Zelów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,7;%; 
1001085;Zelów - obszar wiejski (5);w wieku produkcyjnym;2015;61,3;%; 
1001085;Zelów - obszar wiejski (5);w wieku produkcyjnym;2022;58,4;%; 
1002011;Kutno (1);w wieku przedprodukcyjnym;2015;15,0;%; 
1002011;Kutno (1);w wieku przedprodukcyjnym;2022;15,5;%; 
1002011;Kutno (1);w wieku produkcyjnym;2015;61,2;%; 
1002011;Kutno (1);w wieku produkcyjnym;2022;54,9;%; 
1002022;Bedlno (2);w wieku przedprodukcyjnym;2015;14,8;%; 
1002022;Bedlno (2);w wieku przedprodukcyjnym;2022;16,3;%; 
1002022;Bedlno (2);w wieku produkcyjnym;2015;62,6;%; 
1002022;Bedlno (2);w wieku produkcyjnym;2022;58,8;%; 
1002032;Dąbrowice (2);w wieku przedprodukcyjnym;2015;16,3;%; 
1002032;Dąbrowice (2);w wieku przedprodukcyjnym;2022;18,1;%; 
1002032;Dąbrowice (2);w wieku produkcyjnym;2015;60,8;%; 
1002032;Dąbrowice (2);w wieku produkcyjnym;2022;58,4;%; 
1002043;Krośniewice (3);w wieku przedprodukcyjnym;2015;16,5;%; 
1002043;Krośniewice (3);w wieku przedprodukcyjnym;2022;16,8;%; 
1002043;Krośniewice (3);w wieku produkcyjnym;2015;62,2;%; 
1002043;Krośniewice (3);w wieku produkcyjnym;2022;57,7;%; 
1002044;Krośniewice - miasto (4);w wieku przedprodukcyjnym;2015;16,1;%; 
1002044;Krośniewice - miasto (4);w wieku przedprodukcyjnym;2022;15,6;%; 
1002044;Krośniewice - miasto (4);w wieku produkcyjnym;2015;62,4;%; 
1002044;Krośniewice - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
1002045;Krośniewice - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,0;%; 
1002045;Krośniewice - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,1;%; 
1002045;Krośniewice - obszar wiejski (5);w wieku produkcyjnym;2015;62,1;%; 
1002045;Krośniewice - obszar wiejski (5);w wieku produkcyjnym;2022;58,1;%; 
1002052;Krzyżanów (2);w wieku przedprodukcyjnym;2015;15,9;%; 
1002052;Krzyżanów (2);w wieku przedprodukcyjnym;2022;17,3;%; 
1002052;Krzyżanów (2);w wieku produkcyjnym;2015;64,6;%; 
1002052;Krzyżanów (2);w wieku produkcyjnym;2022;60,6;%; 
1002062;Kutno (2);w wieku przedprodukcyjnym;2015;17,0;%; 
1002062;Kutno (2);w wieku przedprodukcyjnym;2022;18,9;%; 
1002062;Kutno (2);w wieku produkcyjnym;2015;65,0;%; 
1002062;Kutno (2);w wieku produkcyjnym;2022;60,9;%; 
1002072;Łanięta (2);w wieku przedprodukcyjnym;2015;19,3;%; 
1002072;Łanięta (2);w wieku przedprodukcyjnym;2022;18,2;%; 
1002072;Łanięta (2);w wieku produkcyjnym;2015;62,8;%; 
1002072;Łanięta (2);w wieku produkcyjnym;2022;61,3;%; 
1002082;Nowe Ostrowy (2);w wieku przedprodukcyjnym;2015;16,5;%; 
1002082;Nowe Ostrowy (2);w wieku przedprodukcyjnym;2022;15,5;%; 
1002082;Nowe Ostrowy (2);w wieku produkcyjnym;2015;63,3;%; 
1002082;Nowe Ostrowy (2);w wieku produkcyjnym;2022;60,2;%; 
1002092;Oporów (2);w wieku przedprodukcyjnym;2015;17,7;%; 
1002092;Oporów (2);w wieku przedprodukcyjnym;2022;19,3;%; 
1002092;Oporów (2);w wieku produkcyjnym;2015;62,0;%; 
1002092;Oporów (2);w wieku produkcyjnym;2022;57,8;%; 
1002102;Strzelce (2);w wieku przedprodukcyjnym;2015;17,2;%; 
1002102;Strzelce (2);w wieku przedprodukcyjnym;2022;17,4;%; 
1002102;Strzelce (2);w wieku produkcyjnym;2015;63,1;%; 
1002102;Strzelce (2);w wieku produkcyjnym;2022;59,5;%; 
1002113;Żychlin (3);w wieku przedprodukcyjnym;2015;15,0;%; 
1002113;Żychlin (3);w wieku przedprodukcyjnym;2022;15,6;%; 
1002113;Żychlin (3);w wieku produkcyjnym;2015;62,1;%; 
1002113;Żychlin (3);w wieku produkcyjnym;2022;56,4;%; 
1002114;Żychlin - miasto (4);w wieku przedprodukcyjnym;2015;14,8;%; 
1002114;Żychlin - miasto (4);w wieku przedprodukcyjnym;2022;15,8;%; 
1002114;Żychlin - miasto (4);w wieku produkcyjnym;2015;61,9;%; 
1002114;Żychlin - miasto (4);w wieku produkcyjnym;2022;55,1;%; 
1002115;Żychlin - obszar wiejski (5);w wieku przedprodukcyjnym;2015;15,6;%; 
1002115;Żychlin - obszar wiejski (5);w wieku przedprodukcyjnym;2022;15,2;%; 
1002115;Żychlin - obszar wiejski (5);w wieku produkcyjnym;2015;62,6;%; 
1002115;Żychlin - obszar wiejski (5);w wieku produkcyjnym;2022;59,2;%; 
1003012;Buczek (2);w wieku przedprodukcyjnym;2015;19,5;%; 
1003012;Buczek (2);w wieku przedprodukcyjnym;2022;19,0;%; 
1003012;Buczek (2);w wieku produkcyjnym;2015;62,0;%; 
1003012;Buczek (2);w wieku produkcyjnym;2022;59,5;%; 
1003023;Łask (3);w wieku przedprodukcyjnym;2015;16,8;%; 
1003023;Łask (3);w wieku przedprodukcyjnym;2022;17,7;%; 
1003023;Łask (3);w wieku produkcyjnym;2015;62,9;%; 
1003023;Łask (3);w wieku produkcyjnym;2022;57,4;%; 
1003024;Łask - miasto (4);w wieku przedprodukcyjnym;2015;15,5;%; 
1003024;Łask - miasto (4);w wieku przedprodukcyjnym;2022;15,8;%; 
1003024;Łask - miasto (4);w wieku produkcyjnym;2015;62,2;%; 
1003024;Łask - miasto (4);w wieku produkcyjnym;2022;56,1;%; 
1003025;Łask - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,0;%; 
1003025;Łask - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,6;%; 
1003025;Łask - obszar wiejski (5);w wieku produkcyjnym;2015;64,0;%; 
1003025;Łask - obszar wiejski (5);w wieku produkcyjnym;2022;59,4;%; 
1003032;Sędziejowice (2);w wieku przedprodukcyjnym;2015;17,8;%; 
1003032;Sędziejowice (2);w wieku przedprodukcyjnym;2022;18,0;%; 
1003032;Sędziejowice (2);w wieku produkcyjnym;2015;62,4;%; 
1003032;Sędziejowice (2);w wieku produkcyjnym;2022;59,0;%; 
1003042;Widawa (2);w wieku przedprodukcyjnym;2015;15,7;%; 
1003042;Widawa (2);w wieku przedprodukcyjnym;2022;16,5;%; 
1003042;Widawa (2);w wieku produkcyjnym;2015;61,2;%; 
1003042;Widawa (2);w wieku produkcyjnym;2022;57,8;%; 
1003052;Wodzierady (2);w wieku przedprodukcyjnym;2015;17,0;%; 
1003052;Wodzierady (2);w wieku przedprodukcyjnym;2022;18,8;%; 
1003052;Wodzierady (2);w wieku produkcyjnym;2015;63,7;%; 
1003052;Wodzierady (2);w wieku produkcyjnym;2022;59,0;%; 
1004011;Łęczyca (1);w wieku przedprodukcyjnym;2015;16,9;%; 
1004011;Łęczyca (1);w wieku przedprodukcyjnym;2022;16,6;%; 
1004011;Łęczyca (1);w wieku produkcyjnym;2015;60,4;%; 
1004011;Łęczyca (1);w wieku produkcyjnym;2022;55,5;%; 
1004022;Daszyna (2);w wieku przedprodukcyjnym;2015;17,4;%; 
1004022;Daszyna (2);w wieku przedprodukcyjnym;2022;17,8;%; 
1004022;Daszyna (2);w wieku produkcyjnym;2015;60,3;%; 
1004022;Daszyna (2);w wieku produkcyjnym;2022;57,0;%; 
1004032;Góra Świętej Małgorzaty (2);w wieku przedprodukcyjnym;2015;18,7;%; 
1004032;Góra Świętej Małgorzaty (2);w wieku przedprodukcyjnym;2022;18,2;%; 
1004032;Góra Świętej Małgorzaty (2);w wieku produkcyjnym;2015;59,3;%; 
1004032;Góra Świętej Małgorzaty (2);w wieku produkcyjnym;2022;58,3;%; 
1004042;Grabów (2);w wieku przedprodukcyjnym;2015;16,1;%; 
1004042;Grabów (2);w wieku przedprodukcyjnym;2022;16,5;%; 
1004042;Grabów (2);w wieku produkcyjnym;2015;61,5;%; 
1004042;Grabów (2);w wieku produkcyjnym;2022;56,3;%; 
1004052;Łęczyca (2);w wieku przedprodukcyjnym;2015;17,4;%; 
1004052;Łęczyca (2);w wieku przedprodukcyjnym;2022;17,9;%; 
1004052;Łęczyca (2);w wieku produkcyjnym;2015;62,8;%; 
1004052;Łęczyca (2);w wieku produkcyjnym;2022;59,5;%; 
1004062;Piątek (2);w wieku przedprodukcyjnym;2015;17,4;%; 
1004062;Piątek (2);w wieku przedprodukcyjnym;2022;-;%; 
1004062;Piątek (2);w wieku produkcyjnym;2015;61,7;%; 
1004062;Piątek (2);w wieku produkcyjnym;2022;-;%; 
1004063;Piątek (3);w wieku przedprodukcyjnym;2015;-;%; 
1004063;Piątek (3);w wieku przedprodukcyjnym;2022;17,4;%; 
1004063;Piątek (3);w wieku produkcyjnym;2015;-;%; 
1004063;Piątek (3);w wieku produkcyjnym;2022;57,6;%; 
1004064;Piątek - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
1004064;Piątek - miasto (4);w wieku przedprodukcyjnym;2022;14,6;%; 
1004064;Piątek - miasto (4);w wieku produkcyjnym;2015;-;%; 
1004064;Piątek - miasto (4);w wieku produkcyjnym;2022;54,9;%; 
1004065;Piątek - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
1004065;Piątek - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,4;%; 
1004065;Piątek - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
1004065;Piątek - obszar wiejski (5);w wieku produkcyjnym;2022;58,7;%; 
1004072;Świnice Warckie (2);w wieku przedprodukcyjnym;2015;16,1;%; 
1004072;Świnice Warckie (2);w wieku przedprodukcyjnym;2022;16,8;%; 
1004072;Świnice Warckie (2);w wieku produkcyjnym;2015;63,0;%; 
1004072;Świnice Warckie (2);w wieku produkcyjnym;2022;58,2;%; 
1004082;Witonia (2);w wieku przedprodukcyjnym;2015;15,6;%; 
1004082;Witonia (2);w wieku przedprodukcyjnym;2022;16,4;%; 
1004082;Witonia (2);w wieku produkcyjnym;2015;64,3;%; 
1004082;Witonia (2);w wieku produkcyjnym;2022;58,2;%; 
1005011;Łowicz (1);w wieku przedprodukcyjnym;2015;16,9;%; 
1005011;Łowicz (1);w wieku przedprodukcyjnym;2022;16,7;%; 
1005011;Łowicz (1);w wieku produkcyjnym;2015;61,3;%; 
1005011;Łowicz (1);w wieku produkcyjnym;2022;55,8;%; 
1005022;Bielawy (2);w wieku przedprodukcyjnym;2015;15,6;%; 
1005022;Bielawy (2);w wieku przedprodukcyjnym;2022;16,4;%; 
1005022;Bielawy (2);w wieku produkcyjnym;2015;60,6;%; 
1005022;Bielawy (2);w wieku produkcyjnym;2022;57,1;%; 
1005032;Chąśno (2);w wieku przedprodukcyjnym;2015;17,8;%; 
1005032;Chąśno (2);w wieku przedprodukcyjnym;2022;17,9;%; 
1005032;Chąśno (2);w wieku produkcyjnym;2015;62,1;%; 
1005032;Chąśno (2);w wieku produkcyjnym;2022;59,8;%; 
1005042;Domaniewice (2);w wieku przedprodukcyjnym;2015;19,5;%; 
1005042;Domaniewice (2);w wieku przedprodukcyjnym;2022;20,7;%; 
1005042;Domaniewice (2);w wieku produkcyjnym;2015;60,6;%; 
1005042;Domaniewice (2);w wieku produkcyjnym;2022;57,2;%; 
1005052;Kiernozia (2);w wieku przedprodukcyjnym;2015;17,4;%; 
1005052;Kiernozia (2);w wieku przedprodukcyjnym;2022;17,2;%; 
1005052;Kiernozia (2);w wieku produkcyjnym;2015;60,7;%; 
1005052;Kiernozia (2);w wieku produkcyjnym;2022;56,4;%; 
1005062;Kocierzew Południowy (2);w wieku przedprodukcyjnym;2015;19,2;%; 
1005062;Kocierzew Południowy (2);w wieku przedprodukcyjnym;2022;18,5;%; 
1005062;Kocierzew Południowy (2);w wieku produkcyjnym;2015;61,0;%; 
1005062;Kocierzew Południowy (2);w wieku produkcyjnym;2022;58,6;%; 
1005072;Łowicz (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1005072;Łowicz (2);w wieku przedprodukcyjnym;2022;20,3;%; 
1005072;Łowicz (2);w wieku produkcyjnym;2015;62,9;%; 
1005072;Łowicz (2);w wieku produkcyjnym;2022;60,4;%; 
1005082;Łyszkowice (2);w wieku przedprodukcyjnym;2015;18,9;%; 
1005082;Łyszkowice (2);w wieku przedprodukcyjnym;2022;19,4;%; 
1005082;Łyszkowice (2);w wieku produkcyjnym;2015;62,3;%; 
1005082;Łyszkowice (2);w wieku produkcyjnym;2022;59,5;%; 
1005092;Nieborów (2);w wieku przedprodukcyjnym;2015;18,5;%; 
1005092;Nieborów (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1005092;Nieborów (2);w wieku produkcyjnym;2015;62,1;%; 
1005092;Nieborów (2);w wieku produkcyjnym;2022;58,2;%; 
1005102;Zduny (2);w wieku przedprodukcyjnym;2015;17,1;%; 
1005102;Zduny (2);w wieku przedprodukcyjnym;2022;19,1;%; 
1005102;Zduny (2);w wieku produkcyjnym;2015;59,5;%; 
1005102;Zduny (2);w wieku produkcyjnym;2022;54,8;%; 
1006022;Andrespol (2);w wieku przedprodukcyjnym;2015;18,8;%; 
1006022;Andrespol (2);w wieku przedprodukcyjnym;2022;19,2;%; 
1006022;Andrespol (2);w wieku produkcyjnym;2015;62,0;%; 
1006022;Andrespol (2);w wieku produkcyjnym;2022;57,6;%; 
1006032;Brójce (2);w wieku przedprodukcyjnym;2015;20,7;%; 
1006032;Brójce (2);w wieku przedprodukcyjnym;2022;22,0;%; 
1006032;Brójce (2);w wieku produkcyjnym;2015;64,1;%; 
1006032;Brójce (2);w wieku produkcyjnym;2022;59,9;%; 
1006073;Koluszki (3);w wieku przedprodukcyjnym;2015;17,4;%; 
1006073;Koluszki (3);w wieku przedprodukcyjnym;2022;18,2;%; 
1006073;Koluszki (3);w wieku produkcyjnym;2015;61,7;%; 
1006073;Koluszki (3);w wieku produkcyjnym;2022;57,3;%; 
1006074;Koluszki - miasto (4);w wieku przedprodukcyjnym;2015;17,0;%; 
1006074;Koluszki - miasto (4);w wieku przedprodukcyjnym;2022;16,5;%; 
1006074;Koluszki - miasto (4);w wieku produkcyjnym;2015;61,8;%; 
1006074;Koluszki - miasto (4);w wieku produkcyjnym;2022;56,4;%; 
1006075;Koluszki - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,0;%; 
1006075;Koluszki - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,0;%; 
1006075;Koluszki - obszar wiejski (5);w wieku produkcyjnym;2015;61,5;%; 
1006075;Koluszki - obszar wiejski (5);w wieku produkcyjnym;2022;58,4;%; 
1006082;Nowosolna (2);w wieku przedprodukcyjnym;2015;21,4;%; 
1006082;Nowosolna (2);w wieku przedprodukcyjnym;2022;21,0;%; 
1006082;Nowosolna (2);w wieku produkcyjnym;2015;63,3;%; 
1006082;Nowosolna (2);w wieku produkcyjnym;2022;59,6;%; 
1006103;Rzgów (3);w wieku przedprodukcyjnym;2015;19,2;%; 
1006103;Rzgów (3);w wieku przedprodukcyjnym;2022;21,3;%; 
1006103;Rzgów (3);w wieku produkcyjnym;2015;62,4;%; 
1006103;Rzgów (3);w wieku produkcyjnym;2022;58,3;%; 
1006104;Rzgów - miasto (4);w wieku przedprodukcyjnym;2015;17,3;%; 
1006104;Rzgów - miasto (4);w wieku przedprodukcyjnym;2022;18,7;%; 
1006104;Rzgów - miasto (4);w wieku produkcyjnym;2015;62,9;%; 
1006104;Rzgów - miasto (4);w wieku produkcyjnym;2022;58,6;%; 
1006105;Rzgów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,2;%; 
1006105;Rzgów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;22,4;%; 
1006105;Rzgów - obszar wiejski (5);w wieku produkcyjnym;2015;62,2;%; 
1006105;Rzgów - obszar wiejski (5);w wieku produkcyjnym;2022;58,1;%; 
1006113;Tuszyn (3);w wieku przedprodukcyjnym;2015;17,8;%; 
1006113;Tuszyn (3);w wieku przedprodukcyjnym;2022;19,2;%; 
1006113;Tuszyn (3);w wieku produkcyjnym;2015;63,6;%; 
1006113;Tuszyn (3);w wieku produkcyjnym;2022;58,4;%; 
1006114;Tuszyn - miasto (4);w wieku przedprodukcyjnym;2015;16,3;%; 
1006114;Tuszyn - miasto (4);w wieku przedprodukcyjnym;2022;17,9;%; 
1006114;Tuszyn - miasto (4);w wieku produkcyjnym;2015;64,9;%; 
1006114;Tuszyn - miasto (4);w wieku produkcyjnym;2022;58,1;%; 
1006115;Tuszyn - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,0;%; 
1006115;Tuszyn - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,8;%; 
1006115;Tuszyn - obszar wiejski (5);w wieku produkcyjnym;2015;61,8;%; 
1006115;Tuszyn - obszar wiejski (5);w wieku produkcyjnym;2022;58,7;%; 
1007012;Białaczów (2);w wieku przedprodukcyjnym;2015;19,1;%; 
1007012;Białaczów (2);w wieku przedprodukcyjnym;2022;18,7;%; 
1007012;Białaczów (2);w wieku produkcyjnym;2015;60,7;%; 
1007012;Białaczów (2);w wieku produkcyjnym;2022;59,7;%; 
1007023;Drzewica (3);w wieku przedprodukcyjnym;2015;18,9;%; 
1007023;Drzewica (3);w wieku przedprodukcyjnym;2022;18,3;%; 
1007023;Drzewica (3);w wieku produkcyjnym;2015;60,0;%; 
1007023;Drzewica (3);w wieku produkcyjnym;2022;56,7;%; 
1007024;Drzewica - miasto (4);w wieku przedprodukcyjnym;2015;18,4;%; 
1007024;Drzewica - miasto (4);w wieku przedprodukcyjnym;2022;16,1;%; 
1007024;Drzewica - miasto (4);w wieku produkcyjnym;2015;61,3;%; 
1007024;Drzewica - miasto (4);w wieku produkcyjnym;2022;56,2;%; 
1007025;Drzewica - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,2;%; 
1007025;Drzewica - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,5;%; 
1007025;Drzewica - obszar wiejski (5);w wieku produkcyjnym;2015;59,3;%; 
1007025;Drzewica - obszar wiejski (5);w wieku produkcyjnym;2022;56,9;%; 
1007032;Mniszków (2);w wieku przedprodukcyjnym;2015;19,8;%; 
1007032;Mniszków (2);w wieku przedprodukcyjnym;2022;21,1;%; 
1007032;Mniszków (2);w wieku produkcyjnym;2015;61,3;%; 
1007032;Mniszków (2);w wieku produkcyjnym;2022;57,8;%; 
1007043;Opoczno (3);w wieku przedprodukcyjnym;2015;19,4;%; 
1007043;Opoczno (3);w wieku przedprodukcyjnym;2022;18,9;%; 
1007043;Opoczno (3);w wieku produkcyjnym;2015;63,4;%; 
1007043;Opoczno (3);w wieku produkcyjnym;2022;57,8;%; 
1007044;Opoczno - miasto (4);w wieku przedprodukcyjnym;2015;18,0;%; 
1007044;Opoczno - miasto (4);w wieku przedprodukcyjnym;2022;17,0;%; 
1007044;Opoczno - miasto (4);w wieku produkcyjnym;2015;64,5;%; 
1007044;Opoczno - miasto (4);w wieku produkcyjnym;2022;57,3;%; 
1007045;Opoczno - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,8;%; 
1007045;Opoczno - obszar wiejski (5);w wieku przedprodukcyjnym;2022;21,9;%; 
1007045;Opoczno - obszar wiejski (5);w wieku produkcyjnym;2015;61,6;%; 
1007045;Opoczno - obszar wiejski (5);w wieku produkcyjnym;2022;58,6;%; 
1007052;Paradyż (2);w wieku przedprodukcyjnym;2015;22,1;%; 
1007052;Paradyż (2);w wieku przedprodukcyjnym;2022;21,3;%; 
1007052;Paradyż (2);w wieku produkcyjnym;2015;60,7;%; 
1007052;Paradyż (2);w wieku produkcyjnym;2022;58,6;%; 
1007062;Poświętne (2);w wieku przedprodukcyjnym;2015;17,6;%; 
1007062;Poświętne (2);w wieku przedprodukcyjnym;2022;18,7;%; 
1007062;Poświętne (2);w wieku produkcyjnym;2015;59,3;%; 
1007062;Poświętne (2);w wieku produkcyjnym;2022;55,7;%; 
1007072;Sławno (2);w wieku przedprodukcyjnym;2015;22,1;%; 
1007072;Sławno (2);w wieku przedprodukcyjnym;2022;22,4;%; 
1007072;Sławno (2);w wieku produkcyjnym;2015;60,5;%; 
1007072;Sławno (2);w wieku produkcyjnym;2022;58,0;%; 
1007082;Żarnów (2);w wieku przedprodukcyjnym;2015;16,8;%; 
1007082;Żarnów (2);w wieku przedprodukcyjnym;2022;18,2;%; 
1007082;Żarnów (2);w wieku produkcyjnym;2015;61,3;%; 
1007082;Żarnów (2);w wieku produkcyjnym;2022;56,6;%; 
1008011;Konstantynów Łódzki (1);w wieku przedprodukcyjnym;2015;15,9;%; 
1008011;Konstantynów Łódzki (1);w wieku przedprodukcyjnym;2022;18,5;%; 
1008011;Konstantynów Łódzki (1);w wieku produkcyjnym;2015;61,6;%; 
1008011;Konstantynów Łódzki (1);w wieku produkcyjnym;2022;56,7;%; 
1008021;Pabianice (1);w wieku przedprodukcyjnym;2015;15,0;%; 
1008021;Pabianice (1);w wieku przedprodukcyjnym;2022;15,2;%; 
1008021;Pabianice (1);w wieku produkcyjnym;2015;60,7;%; 
1008021;Pabianice (1);w wieku produkcyjnym;2022;56,4;%; 
1008032;Dłutów (2);w wieku przedprodukcyjnym;2015;18,1;%; 
1008032;Dłutów (2);w wieku przedprodukcyjnym;2022;19,8;%; 
1008032;Dłutów (2);w wieku produkcyjnym;2015;62,0;%; 
1008032;Dłutów (2);w wieku produkcyjnym;2022;57,0;%; 
1008042;Dobroń (2);w wieku przedprodukcyjnym;2015;18,2;%; 
1008042;Dobroń (2);w wieku przedprodukcyjnym;2022;19,4;%; 
1008042;Dobroń (2);w wieku produkcyjnym;2015;63,4;%; 
1008042;Dobroń (2);w wieku produkcyjnym;2022;59,6;%; 
1008052;Ksawerów (2);w wieku przedprodukcyjnym;2015;18,3;%; 
1008052;Ksawerów (2);w wieku przedprodukcyjnym;2022;18,7;%; 
1008052;Ksawerów (2);w wieku produkcyjnym;2015;61,1;%; 
1008052;Ksawerów (2);w wieku produkcyjnym;2022;57,4;%; 
1008062;Lutomiersk (2);w wieku przedprodukcyjnym;2015;18,8;%; 
1008062;Lutomiersk (2);w wieku przedprodukcyjnym;2022;-;%; 
1008062;Lutomiersk (2);w wieku produkcyjnym;2015;61,5;%; 
1008062;Lutomiersk (2);w wieku produkcyjnym;2022;-;%; 
1008063;Lutomiersk (3);w wieku przedprodukcyjnym;2015;-;%; 
1008063;Lutomiersk (3);w wieku przedprodukcyjnym;2022;20,0;%; 
1008063;Lutomiersk (3);w wieku produkcyjnym;2015;-;%; 
1008063;Lutomiersk (3);w wieku produkcyjnym;2022;59,0;%; 
1008064;Lutomiersk - miasto (4);w wieku przedprodukcyjnym;2015;-;%; 
1008064;Lutomiersk - miasto (4);w wieku przedprodukcyjnym;2022;21,1;%; 
1008064;Lutomiersk - miasto (4);w wieku produkcyjnym;2015;-;%; 
1008064;Lutomiersk - miasto (4);w wieku produkcyjnym;2022;58,6;%; 
1008065;Lutomiersk - obszar wiejski (5);w wieku przedprodukcyjnym;2015;-;%; 
1008065;Lutomiersk - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,8;%; 
1008065;Lutomiersk - obszar wiejski (5);w wieku produkcyjnym;2015;-;%; 
1008065;Lutomiersk - obszar wiejski (5);w wieku produkcyjnym;2022;59,1;%; 
1008072;Pabianice (2);w wieku przedprodukcyjnym;2015;20,3;%; 
1008072;Pabianice (2);w wieku przedprodukcyjnym;2022;24,2;%; 
1008072;Pabianice (2);w wieku produkcyjnym;2015;62,8;%; 
1008072;Pabianice (2);w wieku produkcyjnym;2022;59,1;%; 
1009013;Działoszyn (3);w wieku przedprodukcyjnym;2015;18,0;%; 
1009013;Działoszyn (3);w wieku przedprodukcyjnym;2022;17,8;%; 
